author_id,username,created_at,verified,followers,following,tweet_count,listed_count,cant_tweets_muestra,rt,vreplicas,likes,rtquotes,menciones_a_In,menciones_a_Out,menciones_de_In,rt_a_In,rt_a_Out,rt_de_In,rp_a_In,rp_a_Out,rp_de_In,rq_a_In,rq_a_Out,rq_de_In,Actividad,paisSN
1286272340716912641,CainneachCinaed,2020-07-23T12:10:11.000Z,False,326,1205,9101,0,2789,4115367,511,1771,47,88,556,31,66,404,9,37,180,24,19,119,9,1542,1
1306973232080224257,rodmedroc,2020-09-18T15:08:08.000Z,False,74,500,539,0,49,27056,6,32,0,5,14,3,5,15,2,0,1,0,0,1,0,46,0
2292035038,royerp3,2014-01-19T17:28:31.000Z,False,65,262,724,0,34,43176,6,23,0,5,31,1,1,10,0,3,15,1,0,0,0,67,1
7176732,mopx,2007-06-30T21:09:38.000Z,False,989,1109,40682,51,779,1933911,304,739,3,38,244,30,21,185,10,17,31,22,12,105,0,715,1
226742813,thehomiejose507,2010-12-14T23:36:17.000Z,False,47,76,214,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1
1304898265880633344,MonteYuren,2020-09-12T21:43:20.000Z,False,1415,103,963,3,148,457,184,5168,8,1,11,8,0,0,5,1,5,3,0,0,0,34,1
540441336,yader_mendoza,2012-03-29T23:21:27.000Z,False,30,280,196,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
558711845,estebancarrasqu,2012-04-20T15:14:06.000Z,False,86,478,693,0,64,12875,14,72,0,12,40,4,2,3,1,9,21,3,0,0,0,95,1
559067768,Mdelrosario827,2012-04-21T00:51:05.000Z,False,283,726,10082,0,308,149072,26,214,5,25,121,2,13,79,2,10,34,0,5,23,0,314,1
1713765312,RaulitohCuadra,2013-08-30T21:42:58.000Z,False,112,89,10412,1,673,947510,0,1,0,23,267,0,27,299,0,0,0,0,0,0,0,616,1
378928390,lineth2703,2011-09-24T02:12:50.000Z,False,590,1599,5806,0,233,25084,69,385,8,34,104,20,20,47,7,10,43,10,2,10,2,309,1
379859016,alexis_noriel,2011-09-25T17:43:36.000Z,False,134,323,1599,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1014166058,shariffakih1,2012-12-16T00:12:57.000Z,False,121,285,776,0,16,0,2,2,0,0,15,0,0,0,0,0,11,0,0,0,0,26,1
171387608,CarlosG15D,2010-07-27T06:38:43.000Z,False,1350,412,28056,1,68,10945,9,57,4,9,7,3,5,5,0,5,3,3,0,2,1,43,1
1144341645820858368,Ernst1693,2019-06-27T20:28:04.000Z,False,64,844,2867,0,289,762710,32,37,1,11,98,1,11,77,1,1,14,0,9,32,0,255,1
1149724464197844992,_thony29,2019-07-12T16:57:27.000Z,False,65,415,1063,0,41,32850,6,12,0,0,16,0,0,6,0,0,13,0,0,1,0,36,1
1180339282055176193,Enriquesmith27,2019-10-05T04:29:59.000Z,False,114,758,1361,0,221,356651,41,100,0,18,59,5,12,54,3,8,11,3,3,23,0,199,1
233932808,robertmendieta1,2011-01-04T13:10:36.000Z,False,1055,1036,57796,3,567,172267,52,139,9,27,114,8,24,86,2,8,24,7,5,23,1,329,1
322664987,PalyTejada,2011-06-23T15:06:00.000Z,False,232,659,4200,1,38,52839,1,10,0,3,7,0,2,6,0,1,1,0,0,0,0,20,1
326435953,jose_chong,2011-06-29T22:31:28.000Z,False,53,194,1204,0,41,3109,2,22,0,14,29,1,5,9,1,4,13,0,0,0,0,76,1
1254951889,KnelSandoval,2013-03-09T17:37:10.000Z,False,704,1286,2890,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2960584073,lesterlsc31,2015-01-04T17:46:32.000Z,False,593,993,10769,4,358,81471,61,304,7,90,220,36,32,73,14,21,51,9,2,8,1,557,1
2972346711,felipevicente88,2015-01-11T01:38:41.000Z,False,3715,4994,18857,97,657,15,24,804,0,0,7,0,0,0,0,0,2,0,0,1,0,10,0
3260846952,delaspalmitas,2015-06-30T07:00:55.000Z,False,6,93,32,0,2,0,0,1,0,1,2,0,0,0,0,0,2,0,0,0,0,5,1
365539215,ROGELIOGARCIA16,2011-08-31T16:16:39.000Z,False,130,317,470,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
366712494,AngelaMontes10,2011-09-02T17:41:53.000Z,False,74,35,264,0,21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
499132938,jdgodoy95,2012-02-21T20:16:15.000Z,False,1447,528,6380,11,475,511414,239,2602,30,1,193,1,0,98,0,0,63,0,0,44,0,400,0
946989865257897984,WatchMeFaceIt,2017-12-30T06:22:32.000Z,False,52,78,175,0,3,2,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,2,0
219929537,miglv,2010-11-26T08:41:43.000Z,False,517,490,31236,4,291,1231035,132,5458,160,1,142,0,1,127,0,0,18,0,0,15,0,304,1
230835111,albrookmall,2010-12-26T20:52:56.000Z,False,38635,331,5825,80,107,24,12,110,1,3,23,6,0,0,0,0,6,0,0,0,0,38,1
1144067407964778496,chichemes,2019-06-27T02:18:20.000Z,False,1189,419,12923,3,1976,6226169,678,4256,83,45,406,52,38,389,37,23,76,24,10,36,9,1145,1
304770375,dagmarmiranda,2011-05-25T02:35:22.000Z,False,499,394,5047,2,15,28,1,8,0,5,17,1,1,3,1,0,0,0,2,0,0,30,1
30864098,bellosoo,2009-04-13T13:30:38.000Z,False,1707,1161,25898,14,43,2,0,5,0,0,1,1,0,0,0,0,0,0,0,1,0,3,1
276054996,friko04,2011-04-02T15:12:16.000Z,False,164,173,15532,0,270,16752,6,47,3,22,57,3,18,42,0,2,1,1,27,60,0,233,1
280304149,JennifferVargas,2011-04-11T02:21:38.000Z,False,927,703,38143,8,171,715432,10,18,2,21,88,3,19,83,1,1,3,2,2,14,1,238,1
209135575,lucyGrettel,2010-10-28T15:45:37.000Z,False,431,321,6878,0,29,26326,6,29,0,0,11,0,0,7,0,0,3,0,0,0,0,21,1
906247399299055616,Jessicabeltranx,2017-09-08T20:06:32.000Z,False,3066,1596,850,4,35,747,8,237,0,1,15,1,0,2,0,0,3,0,0,0,0,22,1
1247942062084952065,PittyHenry,2020-04-08T17:39:22.000Z,False,21,163,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1251763206353293312,Gerald04X,2020-04-19T06:43:22.000Z,False,30,33,58,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1255236632380420100,Jmart76729064,2020-04-28T20:45:29.000Z,False,1,13,132,0,17,357,3,16,0,6,16,0,0,1,0,3,7,0,0,0,0,33,1
120627991,takemelost,2010-03-07T01:59:57.000Z,False,567,541,10583,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126970796,NadirSofia,2010-03-27T16:07:47.000Z,False,137,237,5660,1,15,9711,1,3,0,1,4,0,1,2,0,0,1,0,0,0,0,9,1
1353607550332268544,bsmusicpa,2021-01-25T07:36:18.000Z,False,0,25,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
953722801583722497,chame_today,2018-01-17T20:16:50.000Z,False,1051,1842,3119,2,182,1311,80,737,27,34,94,47,4,12,22,15,35,15,0,8,3,289,1
973625440496701440,Paulethbe,2018-03-13T18:22:48.000Z,False,118,179,2967,0,343,108329,61,133,1,12,53,4,7,43,0,4,20,4,2,13,0,162,1
1041373658181246978,marcosebm22,2018-09-16T17:10:02.000Z,False,459,379,5711,0,619,482932,114,1305,20,41,134,21,39,117,17,11,34,6,7,53,7,487,1
1055589830183272454,LiberacionP,2018-10-25T22:40:02.000Z,False,58,195,352,2,7,8,0,13,1,0,9,0,0,1,0,0,4,0,0,0,0,14,1
1275503301010894853,ashleylinethg,2020-06-23T18:59:24.000Z,False,46,46,281,0,18,17061,5,9,0,0,6,0,0,5,0,0,2,0,0,0,0,13,1
2440321493,Zapagol26,2014-03-27T17:19:50.000Z,False,629,222,462,0,8,8,2,9,0,0,2,0,0,2,0,0,0,0,0,0,0,4,1
1286101116,avillalobos1980,2013-03-21T14:30:03.000Z,False,134,219,1192,0,31,1,13,31,1,8,11,2,0,0,0,5,5,1,0,2,0,34,1
1295439560,PaezCamargo,2013-03-24T14:21:36.000Z,False,57,636,1220,0,10,56800,0,2,0,0,13,0,0,7,0,0,3,0,0,0,0,23,0
1340077314,09stephany09,2013-04-09T20:10:47.000Z,False,39,75,206,0,5,34,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1
147248846,AuraBatistaM,2010-05-23T16:17:08.000Z,False,282,249,3328,9,49,13798,3,10,0,3,8,2,2,3,1,0,3,1,0,1,0,24,1
151322582,harmodio19,2010-06-03T04:05:34.000Z,False,206,2227,6570,2,412,34075,46,83,4,66,228,13,5,18,6,37,131,8,3,17,0,532,1
410325780,juanpalacioCDN,2011-11-11T23:26:01.000Z,False,162,705,185,0,1,90,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1
36372466,pmmoscoso,2009-04-29T14:40:41.000Z,False,176,547,1104,2,24,849,2,20,0,1,7,1,1,3,1,0,0,0,1,2,0,17,1
317601511,Darlenys14,2011-06-15T05:25:06.000Z,False,760,715,30345,10,228,59506,29,113,2,15,44,2,11,19,1,2,17,2,5,16,1,135,1
272015594,Giank34,2011-03-25T16:59:50.000Z,False,217,176,1336,7,8,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,3,1
1496708334,08carreraruben,2013-06-09T22:09:41.000Z,False,36,48,89,0,32,917,2,28,0,3,10,1,2,7,1,0,1,0,1,1,0,27,1
946635302,JA_Panama,2012-11-13T22:29:49.000Z,False,473,286,826,10,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
