id_user,created_at,username,verified,followers,following,tweet_count,listed_count,cant_tweets_muestra,rt,vreplicas,likes,rtquotes
1357168077285302276,2021-02-04T03:24:41.000Z,libelula_poeta,False,34,30,168,0,5,9,2,23,1
1063636160298270725,2018-11-17T03:33:16.000Z,maritereluga,False,26,167,356,0,4,0,0,2,0
1123606548918435846,2019-05-01T15:14:11.000Z,a_julio3,False,393,370,3416,0,729,34,324,1781,22
811785318110232580,2016-12-22T04:07:56.000Z,Gomez_alexa15,False,115,125,213,0,69,3,10,59,2
536376479,2012-03-25T15:00:19.000Z,mabelcuev,False,222,718,2543,0,2,0,0,1,0
196273064,2010-09-28T18:52:28.000Z,majuosuna,False,130,734,719,0,2,0,1,4,0
820523077,2012-09-12T23:24:33.000Z,CynthiaOverall,False,29,151,361,0,1,0,0,0,0
331151128,2011-07-07T18:37:00.000Z,selv_pin91,False,209,662,6263,0,5,0,2,10,0
441165088,2011-12-19T20:18:36.000Z,Dannygzx_,False,115,474,723,0,9,0,1,0,0
389702235,2011-10-12T21:24:57.000Z,Kenitoo5,False,69,306,2760,0,1,0,0,1,0
271640459,2011-03-24T22:35:11.000Z,Beatriz_Ixcot,False,463,597,28383,2,1,0,0,0,0
1222548208594886656,2020-01-29T15:53:10.000Z,willysodi,False,20,132,114,0,2,0,0,0,0
1436414950109589508,2021-09-10T19:43:23.000Z,DeVaqueras,False,34,764,38,0,24,0,0,0,0
1308540800,2013-03-27T20:31:33.000Z,siloecamacho,False,1156,610,25432,0,1,0,0,14,0
1730270408,2013-09-05T00:06:26.000Z,cconstremf,False,158,284,3800,0,134,4,42,64,0
1219855498134065152,2020-01-22T05:33:19.000Z,ymdpps,False,248,122,3944,0,75,5,25,106,3
814173561988542468,2016-12-28T18:17:58.000Z,ronyesquivel90,False,89,434,1537,0,111,1,21,26,0
2912344796,2014-11-28T03:13:57.000Z,huesostrada,False,200,488,3563,0,319,19,205,438,5
1123339714763816960,2019-04-30T21:33:53.000Z,Quiquemendez17,False,17,35,1720,0,707,34,20,459,0
1333938968241582085,2020-12-02T01:00:57.000Z,Mishi_sama,False,3,20,8,0,3,0,0,2,0
1360205110312321025,2021-02-12T12:33:03.000Z,JMarioC426,False,57,159,45,0,7,0,3,5,0
353060687,2011-08-11T13:59:20.000Z,MariaXimena__,False,541,126,26852,1,1,0,0,1,0
28828136,2009-04-04T17:02:13.000Z,Suceth,False,332,1024,10622,0,109,7,19,106,1
141730358,2010-05-08T21:54:44.000Z,DJTARA_GT,False,1055,1742,14593,2,225,9,2,33,2
1256609915361206279,2020-05-02T15:42:27.000Z,jaimedionicio50,False,19,235,266,0,2,0,1,2,0
1226242712250339328,2020-02-08T20:33:56.000Z,Aguilar_199888,False,141,163,345,0,29,7,16,41,0
780458011,2012-08-25T14:48:59.000Z,manusalazar33,False,105,581,4251,1,3,0,2,2,0
122555692,2010-03-13T03:30:52.000Z,cruzy2010,False,32,439,443,0,1,0,0,0,0
2796409176,2014-09-07T18:45:14.000Z,espaciolanudo_,False,497,37,13328,13,24,4,9,14,0
1566619374,2013-07-03T20:39:27.000Z,AntoineScience,False,4362,1069,23510,19,1,0,0,0,0
380456116,2011-09-26T17:42:14.000Z,XiosmerPineda,False,305,218,6021,6,2,0,0,0,0
243408473,2011-01-27T00:03:13.000Z,densetsuii,False,7531,7421,113132,6,3275,558,1688,6881,59
1131677245012140032,2019-05-23T21:44:15.000Z,Nathalymarro,False,35,79,2304,0,17,0,0,2,0
309706343,2011-06-02T14:48:45.000Z,misterpks,False,735,1284,23897,3,148,26,50,236,1
1400305771183812610,2021-06-03T04:18:19.000Z,LigorriaOrlando,False,3,18,15,0,4,1,1,4,0
796280090,2012-09-01T15:14:56.000Z,NixonSucuc,False,731,191,16128,8,87,13,33,313,1
134196962,2010-04-17T18:29:36.000Z,joshdamont,False,224,272,4129,10,219,13,52,102,1
826162394824994816,2017-01-30T20:17:19.000Z,LesterNoel,False,366,3408,3391,0,3,1,1,9,0
56222408,2009-07-12T23:27:17.000Z,juantrochas,False,3064,634,9275,19,3,0,0,0,0
2940151614,2014-12-23T03:03:12.000Z,juan_ca1725,False,3303,4978,114927,17,283,746,346,2730,42
226323852,2010-12-13T22:08:03.000Z,paec_9,False,136,521,19640,0,3,0,0,3,0
1267193113224925191,2020-05-31T20:39:15.000Z,YerFa_Music,False,21,97,1155,0,1,0,0,0,0
1053030996067659778,2018-10-18T21:12:08.000Z,8a_yazmin,False,314,181,6551,0,1,0,0,0,0
1244979158108774401,2020-03-31T13:26:08.000Z,LiliSimn1,False,10,9,36,0,2,0,0,0,0
1425671594270240768,2021-08-12T04:13:09.000Z,annadlc97,False,1,35,91,0,1,0,1,1,0
237945649,2011-01-14T00:44:09.000Z,Jokazt,False,191,256,4346,2,65,1,51,130,0
162612901,2010-07-04T05:21:27.000Z,LeoMendizabal,False,760,707,7751,7,145,8,57,356,1
1061822706,2013-01-05T01:10:22.000Z,philippecourrau,False,47,416,170,0,4,0,0,0,0
1423704895773974534,2021-08-06T17:58:09.000Z,Ruddy_GBear,False,60,53,52,0,5,0,0,16,0
1466438233164767261,2021-12-02T16:06:36.000Z,guerra_gude,False,0,2,7,0,3,0,0,0,0
250216830,2011-02-10T17:11:05.000Z,daniel09dlacruz,False,40,202,164,0,1,0,0,0,0
65826210,2009-08-15T04:34:53.000Z,lohammi,False,525,1057,35564,9,565,90,45,409,5
382764506,2011-09-30T16:59:15.000Z,YaBoyElms,False,449,375,31798,5,3,8,3,42,2
1197674255430893571,2019-11-22T00:33:34.000Z,wicho_garcia_gt,False,6,52,127,0,1,0,0,3,0
20410700,2009-02-09T02:47:13.000Z,Joakimnsen,False,401,394,29988,2,136,7,34,86,0
1319662430000132097,2020-10-23T15:30:43.000Z,Microfilme502,False,10,49,1594,2,91,30,1,34,0
337999866,2011-07-18T22:34:10.000Z,_Eduardozp,False,277,504,18093,0,59,3,8,34,0
707175869,2013-10-10T00:22:11.000Z,l_talias,False,101,353,1001,0,4,0,0,0,0
1123689503426863111,2019-05-01T20:43:49.000Z,PIETRO5MIL,False,154,427,3264,1,4,0,1,2,0
21981906,2009-02-26T06:14:59.000Z,ChichoPino,False,299,295,5202,0,1,1,0,0,0
1128353549644124161,2019-05-14T17:37:04.000Z,Vctor50147680,False,3125,3319,258,1,45,33,25,300,0
15026894,2008-06-06T05:40:02.000Z,sergiovcalderon,False,460,1824,6990,4,1,0,0,0,0
82776728,2009-10-16T02:30:42.000Z,gsanchez_21,False,405,1309,48166,1,603,13,43,105,12
1332044832517320705,2020-11-26T19:33:40.000Z,DiegoTan15,False,0,47,7,0,6,0,0,1,0
1432848673180950528,2021-08-31T23:32:15.000Z,ElderPe82889629,False,157,616,80,0,2,2,0,16,0
1470770248433516557,2021-12-14T14:59:16.000Z,MarcusA072022,False,0,12,4,0,1,0,0,0,0
270619978,2011-03-22T23:28:02.000Z,Alexmartinezz14,False,1037,873,20755,1,2,0,0,13,1
368106372,2011-09-05T02:58:35.000Z,magui_er,False,111,309,5256,2,1,0,0,0,0
148779728,2010-05-27T15:46:50.000Z,marvinjosue,False,249,1399,3232,3,1,0,0,1,0
128279681,2010-03-31T17:15:52.000Z,Analis_Beltran,False,1626,1035,44905,2,52,13,28,808,3
263880125,2011-03-10T22:43:18.000Z,Lester_Guzman,False,699,1343,3373,2,62,2,0,7,0
138635123,2010-04-30T03:31:00.000Z,DiegoDiemeck,False,199,2165,1814,0,1,0,0,0,0
90736478,2009-11-17T22:30:04.000Z,aalvarado_3,False,276,1918,8762,2,2,0,0,0,0
588430414,2012-05-23T16:59:42.000Z,eddymcano,False,228,563,293,3,29,1,0,9,1
18807088,2009-01-09T17:10:54.000Z,ericksosa,False,378,886,6661,9,115,10,23,98,1
187280152,2010-09-05T19:52:44.000Z,Erick__Ruano,False,423,567,18114,2,1,0,0,0,0
266330825,2011-03-15T02:00:58.000Z,Esmeridah,False,77,174,458,0,33,2,6,22,0
1124010513015418881,2019-05-02T17:59:24.000Z,AlfredoEducador,False,704,706,163,0,6,2,0,4,0
1026578018,2012-12-21T15:15:50.000Z,WiliamAndres6,False,269,175,11637,2,485,68,94,273,6
257261219,2011-02-25T02:01:16.000Z,nuvita25,False,746,1083,9704,3,12,3,2,17,0
1480479612,2013-06-03T19:44:15.000Z,AthalieF,False,49,190,78,0,1,0,0,0,0
247141082,2011-02-04T04:58:33.000Z,WilliamH_Lopez,False,133,642,1671,0,63,6,2,41,0
311792996,2011-06-06T02:21:55.000Z,challenguate,False,12507,10545,24594,135,6,5,8,42,0
24529806,2009-03-15T14:29:06.000Z,ivancastro,False,8853,3649,19210,132,610,2479,609,11330,148
2617775300,2014-07-11T18:06:05.000Z,GerhardCM,False,1,18,151,1,1,0,0,0,0
255279870,2011-02-21T01:39:06.000Z,eabarahona,False,63,361,715,3,31,4,7,22,2
1006645145763307520,2018-06-12T21:11:20.000Z,LaHannsSeidel,False,1603,92,2183,10,2,0,0,7,0
290284318,2011-04-30T01:32:26.000Z,kajibtzi,False,198,166,15578,1,1,1,0,1,0
1445971044335034369,2021-10-07T04:36:07.000Z,wolfentrepreneu,False,0,1,9,0,1,0,0,0,0
212952742,2010-11-07T14:54:52.000Z,soberanisAJ,False,473,247,66602,0,1,0,1,5,0
1354452550955765764,2021-01-27T15:34:01.000Z,VannevarBautis2,False,1,8,2,0,1,0,0,0,0
125694162,2010-03-23T15:27:06.000Z,franciscoxutuc,False,1186,1032,38848,12,17,1,4,25,0
1084219433135034369,2019-01-12T22:43:51.000Z,Lovers_newAF,False,3098,1801,456,8,3,30,9,281,0
201927326,2010-10-12T23:05:12.000Z,UnCafeChapin,False,1629,1206,19512,8,12,7,4,32,1
368407931,2011-09-05T15:56:25.000Z,Jof_RG,False,86,358,1195,0,8,0,0,0,0
38221058,2009-05-06T16:50:22.000Z,UnPonchoencima,False,9192,2299,109031,54,1395,2007,1138,11904,541
4768911864,2016-01-16T15:23:40.000Z,Alejandrodl797,False,419,328,3892,1,448,34,111,477,4
1207059030130200576,2019-12-17T22:05:12.000Z,LaBabriela,False,29,60,123,0,37,1,3,25,0
950162654873735169,2018-01-08T00:30:04.000Z,RonyEscobar01,False,367,406,6285,0,14,0,1,8,0
1423700915241066498,2021-08-06T17:42:22.000Z,AmilcarAjanel,False,0,8,3,0,1,0,0,1,0
991699280376233985,2018-05-02T15:21:48.000Z,EstuardoVilez,False,47,263,2514,0,92,0,1,1,0
97227166,2009-12-16T15:11:54.000Z,mcarrera007,False,85,169,356,0,13,4,0,8,0
256705128,2011-02-23T22:38:48.000Z,joseferr101,False,359,4065,4012,1,3,0,0,0,0
630730506,2012-07-09T00:44:12.000Z,PacoSaumeth,False,305,591,1159,1,1,0,0,0,0
219576746,2010-11-25T07:24:39.000Z,andresLVI,False,151,250,7653,0,2,0,0,0,0
1275938522571190272,2020-06-24T23:47:14.000Z,Cardona743,False,2042,1939,541,0,29,11,4,161,0
299900655,2011-05-16T21:27:46.000Z,FloresSabrina_,False,656,1246,34587,4,2,0,0,3,0
2435958348,2014-04-09T19:26:57.000Z,JoselineVelMor,False,677,1409,6023,0,37,10,13,60,1
101365874,2010-01-03T01:49:07.000Z,ismurucane,False,240,509,11008,1,8,1,7,8,1
1297157561184145410,2020-08-22T13:04:59.000Z,ARMYELIZABETH8,False,2,44,64,0,11,4,1,10,0
191230645,2010-09-15T22:49:51.000Z,RosiSchettini,False,3155,936,10456,0,44,4,15,192,2
318672683,2011-06-16T21:23:38.000Z,paoderico,False,87,245,1591,0,21,0,3,15,0
1391730061364146177,2021-05-10T12:21:36.000Z,Abraham64863671,False,8,49,8,0,5,0,0,0,0
232488696,2010-12-31T08:18:48.000Z,JohnnyTabora,False,246,437,1556,0,2,0,3,43,0
2152129219,2013-10-24T03:15:16.000Z,aarios7,False,282,678,1853,4,1,0,0,0,0
317972043,2011-06-15T19:22:45.000Z,AndreaWeedon,False,1644,491,8851,11,85,32,38,771,6
226210442,2010-12-13T16:13:38.000Z,estebanGramaj0,False,444,856,21572,1,25,0,10,34,0
188167601,2010-09-08T02:19:36.000Z,inazzu__,False,453,557,30943,7,1,0,1,1,0
4917114744,2016-02-16T19:00:01.000Z,jendrynayelii,False,361,208,2585,0,1,0,0,8,0
1280927852330917890,2020-07-08T18:13:10.000Z,BrandAC94,False,13,65,630,0,22,1,11,16,1
71612801,2009-09-04T19:13:13.000Z,oscarimoraless,False,4635,4248,30841,43,68,526,67,2636,34
255102065,2011-02-20T17:43:12.000Z,Dulcitaod,False,1133,735,10663,4,7,2,6,15,0
378156132,2011-09-22T18:48:09.000Z,GatoDeAzotea06,False,190,699,50929,4,272,7,7,66,0
132649176,2010-04-13T20:30:08.000Z,albertony_Rafa,False,122,117,7858,1,12,0,3,11,0
135712504,2010-04-22T02:24:05.000Z,Gaby_DavilaG,False,258,80,1541,5,1,0,0,1,0
1412617642049953793,2021-07-07T03:43:49.000Z,LucasRa98415277,False,1,20,27,0,1,0,0,0,0
890762386784886784,2017-07-28T02:34:37.000Z,minipollo18,False,58,75,6871,0,1,0,0,0,0
2187769723,2013-11-11T05:47:59.000Z,bettercalljess,False,162,78,1945,0,1,0,0,1,0
56231627,2009-07-13T00:12:02.000Z,lasofie89,False,679,731,19929,0,1,0,0,0,0
1263645034009767936,2020-05-22T01:37:33.000Z,llbbooss2,False,124,1826,1980,0,2,0,0,0,0
1420937656276561922,2021-07-30T02:42:08.000Z,nanrocio04,False,2,53,2,0,1,0,0,0,0
305738256,2011-05-26T18:31:11.000Z,carlosparedesgt,False,8844,1245,18799,35,1,0,0,0,0
322733523,2011-06-23T17:14:57.000Z,iGeS92,False,137,217,10405,0,267,13,63,111,3
1213202045286547457,2020-01-03T20:54:55.000Z,RonaldHervilla,False,11,470,76,0,26,0,11,17,0
47940875,2009-06-17T12:16:07.000Z,Erwin15,False,255,782,180878,0,1652,272,85,1145,7
1133766938302267392,2019-05-29T16:07:57.000Z,carontecrt,False,53,20,90,0,13,2,3,32,0
735209681879105536,2016-05-24T20:43:42.000Z,Aybananna,False,275,200,12917,0,7,1,1,11,0
1633365469,2013-07-30T16:48:48.000Z,pabloraxa,False,729,695,4569,1,5,0,1,0,0
244643701,2011-01-29T19:59:00.000Z,Si_PuesN,False,280,699,5591,0,1,0,0,1,0
175932735,2010-08-08T02:02:55.000Z,Joza316,False,320,280,9822,1,104,4,14,50,0
1173371088,2013-02-12T23:49:47.000Z,Fredy_1305,False,201,1393,495,0,8,1,1,10,0
186970265,2010-09-04T22:30:41.000Z,LuisArteaga__,False,1445,102,41948,11,1,0,0,0,0
1399356004882653186,2021-05-31T13:24:23.000Z,GalgueraGabriel,False,231,211,1685,0,1,0,0,2,0
232461201,2010-12-31T05:59:20.000Z,chompileal,False,286,355,30285,1,93,36,12,111,5
201864117,2010-10-12T20:01:45.000Z,Wiwisarcasmos,False,1210,837,46782,6,965,90,514,2096,17
219416285,2010-11-24T20:16:44.000Z,pltk_cindy,False,949,1281,12136,9,47,17,24,173,3
727768413326708738,2016-05-04T07:54:45.000Z,SoyDicunoc,False,61,210,198,0,2,1,0,0,0
1369249720653189123,2021-03-09T11:32:37.000Z,g2informatica3,False,0,0,67,0,1,0,0,0,0
2616034198,2014-06-17T02:59:51.000Z,jdgabriel97,False,561,375,19886,3,1,0,0,1,0
1109255630953635840,2019-03-23T00:48:46.000Z,hector_xuya,False,0,12,38,0,17,0,0,16,0
1326024989439627270,2020-11-10T04:53:15.000Z,TgMildreth,False,102,335,1154,0,146,21,8,306,1
192449497,2010-09-19T05:09:09.000Z,jggg310,False,1030,1210,52769,7,244,197,149,954,8
183400744,2010-08-26T22:34:34.000Z,felix727,False,162,935,1937,0,176,1,11,62,0
1432959914553581569,2021-09-01T06:54:22.000Z,ErickLony,False,7,89,46,2,13,0,13,26,0
267404327,2011-03-16T22:10:29.000Z,titicabarr,False,166,262,10068,1,19,6,16,66,1
1062584430076813312,2018-11-14T05:54:04.000Z,RebelBonny,False,27,374,398,0,17,0,0,1,0
113133369,2010-02-10T20:31:08.000Z,Koszonom_sv,False,290,895,43447,0,200,40,64,519,7
129111162,2010-04-03T06:10:41.000Z,Firefly_90,False,405,500,4993,2,2,1,3,12,0
723873907,2012-07-29T11:52:48.000Z,express_foto,False,4221,342,23042,19,312,270,49,1053,21
1331424835164139533,2020-11-25T02:30:18.000Z,samay_dra,False,303,194,610,5,17,6,22,72,2
1455865418506190850,2021-11-03T11:52:39.000Z,iamlopez_gt,False,2,20,7,0,3,0,0,0,0
785195652,2012-08-27T18:15:55.000Z,MarleneDuque2,False,244,485,20202,0,111,13,10,89,2
1214598776582750210,2020-01-07T17:25:27.000Z,spicagc,False,167,144,849,0,3,1,1,13,0
1146334800048992256,2019-07-03T08:28:08.000Z,RosalesEstuard5,False,1,23,17,0,1,0,0,0,0
178950464,2010-08-16T03:16:06.000Z,Mjoe_Reinoso,False,531,453,56326,0,31,0,6,8,0
258581931,2011-02-28T01:24:18.000Z,RositoChristian,False,340,1040,6299,4,62,5,20,52,0
571000495,2012-05-04T17:16:27.000Z,BTLPROMOTION,False,68,338,73,0,8,0,0,2,0
163389784,2010-07-06T08:33:32.000Z,Miguelsuxx,False,928,413,52773,19,1,0,0,0,0
189765845,2010-09-12T04:38:07.000Z,Ric_Wellmann,False,137,211,1045,0,6,0,3,5,0
303495167,2011-05-22T23:54:02.000Z,DiegoooGarc,False,480,400,5004,1,3,1,2,8,2
477319829,2012-01-29T02:26:46.000Z,RodriGuardado_,False,798,320,55408,0,1,1,0,2,0
371084804,2011-09-10T05:05:07.000Z,QCHI69,False,356,579,11569,1,22,0,1,3,0
876565828216475649,2017-06-18T22:22:34.000Z,leon_onelia,False,48,195,16,0,6,0,3,3,0
192795129,2010-09-20T04:50:55.000Z,jqc1985,False,356,638,15721,0,1,0,0,0,0
1041306355531898880,2018-09-16T12:42:36.000Z,SGLiss1,False,1544,297,37293,2,695,230,469,2420,23
1260034780059430914,2020-05-12T02:31:25.000Z,LiquezMarcela,False,81,131,644,0,148,3,64,113,1
210294010,2010-10-31T02:31:43.000Z,argueta92_,False,275,613,19287,2,100,2,18,67,2
1408630323605295107,2021-06-26T03:37:06.000Z,EliseoAmayaGon1,False,0,14,8,0,3,0,0,2,0
285855182,2011-04-21T22:32:18.000Z,alejandraN__,False,328,398,21208,0,9,0,0,4,0
1339207069,2013-04-09T13:27:58.000Z,Granaderosarg,False,48795,108,17265,80,2,2,0,48,0
348383992,2011-08-04T10:16:37.000Z,MiquelCarr,False,3772,3763,38016,162,1,3,0,4,1
1217538190350934016,2020-01-15T20:05:17.000Z,BatzGraciela,False,80,126,2127,0,1,0,0,1,0
112686291,2010-02-09T10:56:42.000Z,IF_ONG,False,532,365,1955,27,1,0,0,0,0
429540007,2011-12-06T02:57:24.000Z,mchaclancalvo,False,140,208,989,0,1,1,0,5,0
195918271,2010-09-27T22:09:00.000Z,navasamaa,False,90,190,1595,0,2,0,0,0,0
991617796776833024,2018-05-02T09:58:00.000Z,slcharl2,False,142,738,2714,1,255,109,46,333,10
291144905,2011-05-01T14:43:17.000Z,walterW77,False,370,615,3892,0,38,2,7,18,7
285356225,2011-04-21T00:49:05.000Z,MaiteMarroquin3,False,1051,733,8346,3,24,3,8,88,1
1054237622,2013-01-02T05:04:32.000Z,samaelrise,False,198,385,24263,0,7,5,7,26,2
23016696,2009-03-06T02:23:04.000Z,anncecil,False,48,79,2769,1,7,1,2,4,0
201513964,2010-10-12T00:57:02.000Z,jed_bear01,False,64,272,227,0,1,0,0,0,0
747537814602948608,2016-06-27T21:11:18.000Z,IGN_Guate,False,23,26,182,1,1,1,0,1,0
281874072,2011-04-14T04:13:18.000Z,joaquin_sam,False,19,282,87,0,2,0,0,0,0
1045090473256333312,2018-09-26T23:19:20.000Z,goregeluis,False,42,36,340,0,42,2,17,22,0
795730998159929345,2016-11-07T20:53:48.000Z,abygarridoo,False,6,151,247,0,1,0,0,1,0
3255186668,2015-06-25T03:38:59.000Z,libny_omar,False,52,353,34,0,3,0,0,0,0
337280296,2011-07-17T19:30:00.000Z,JaviMuralles,False,203,455,469,0,1,0,0,0,0
919903787174825985,2017-10-16T12:32:08.000Z,AlexAR15_,False,149,187,6206,0,1,0,0,2,0
533992182,2012-03-23T05:25:23.000Z,alfonsolopezgt,False,99,413,185,0,5,1,0,5,0
389540271,2011-10-12T16:01:51.000Z,_tony___,False,1367,1067,27637,2,7,1,4,30,0
1474077135295991818,2021-12-23T17:59:33.000Z,BrandonRonqui13,False,11,51,11,0,1,0,0,0,0
1225092633862852611,2020-02-05T16:24:04.000Z,Crystal20202,False,226,469,3923,0,909,20,143,1902,4
27357381,2009-03-29T01:58:01.000Z,JoseMaza84,False,324,1346,3339,4,9,0,3,4,0
2401233383,2014-03-11T04:54:25.000Z,emerflores11,False,73,288,2841,0,2,0,0,0,0
1872523477,2013-09-16T17:51:56.000Z,davidcab09,False,364,300,4378,0,13,0,5,22,1
139230083,2010-05-02T00:09:21.000Z,gap_alejow,False,349,661,6393,0,1,0,0,0,0
795731973566251008,2016-11-07T20:57:41.000Z,axelmo63,False,87,646,3419,0,14,0,5,5,0
2806515876,2014-09-13T01:57:52.000Z,AleGarc1021,False,105,150,388,0,8,0,1,7,0
293205567,2011-05-04T23:13:40.000Z,hugofgomez,False,494,1979,2684,15,50,20,6,93,0
391046751,2011-10-14T23:42:12.000Z,trapaga59,False,28,118,1648,0,105,6,7,97,1
119926460,2010-03-04T23:50:14.000Z,chapincitalinda,False,306,181,28470,2,19,0,2,47,1
1945248013,2013-10-07T21:43:05.000Z,enrique_boch,False,40,275,527,0,3,0,0,3,0
72094485,2009-09-06T18:33:53.000Z,LuisGrodas,False,194,306,12550,1,9,0,1,9,0
1145539180505772033,2019-07-01T03:46:38.000Z,jcbarillas1987,False,10,20,23,0,3,0,1,0,0
1341377826579222529,2020-12-22T13:39:42.000Z,solaresdp10,False,17,22,45,0,2,0,1,2,0
1402351866617503752,2021-06-08T19:48:41.000Z,garcialuis3113,False,75,122,1957,0,228,20,44,152,2
1210411120235859968,2019-12-27T04:04:42.000Z,JonatanSantizo_,False,6,24,96,0,31,5,2,14,1
40941418,2009-05-18T19:06:43.000Z,landohouse,False,74,366,1175,2,5,0,0,1,0
365606606,2011-08-31T18:30:41.000Z,limpioysobrio,False,631,1761,913,1,1,0,0,0,0
979063826,2012-11-29T20:05:04.000Z,hrposadas,False,8,26,317,0,1,0,0,0,0
596078351,2012-06-01T03:31:05.000Z,coby_08,False,156,325,8853,4,1,0,0,0,0
2540614712,2014-06-02T02:35:38.000Z,AAstolfy,False,10527,4102,397,19,38,507,375,5459,11
2901197777,2014-12-01T20:33:25.000Z,Alexander_kiu,False,226,1712,5770,9,206,8,18,142,3
1321212257892814849,2020-10-27T22:08:51.000Z,LuGu1225,False,7,26,4,0,2,0,0,0,0
1355561283995766785,2021-01-30T16:59:44.000Z,curioso69bi,False,347,1559,320,0,1,1,2,9,0
3164794593,2015-04-13T17:17:51.000Z,yulizarene,False,67,506,668,0,1,0,0,0,0
336348926,2011-07-16T04:25:57.000Z,mimialbu,False,162,294,15079,0,6,2,0,2,0
1424574718133297152,2021-08-09T03:34:49.000Z,NANCYBA40702772,False,150,446,1142,0,245,21,98,332,1
785795195501703168,2016-10-11T10:52:28.000Z,LainFrancisco,False,2529,442,5926,19,87,88,412,479,129
5992942,2007-05-12T17:48:31.000Z,mariopleitez,False,1304,1271,26585,41,2,1,3,16,0
1305596283269373953,2020-09-14T19:56:36.000Z,EmiliaR89,False,49,50,31,0,11,0,1,9,0
241693583,2011-01-22T22:32:13.000Z,PamelaEspana,False,230,1513,7777,0,9,3,2,17,0
1135687061279838209,2019-06-03T23:17:50.000Z,renemari_209,False,97,158,903,0,109,20,29,215,0
377484483,2011-09-21T17:08:12.000Z,mikeLP4,False,50,264,2078,0,199,0,2,3,0
1172520690001633280,2019-09-13T14:42:23.000Z,EmbajadaVE_GTM,False,991,423,6029,11,17,27,2,51,5
1280584680211873792,2020-07-07T19:29:25.000Z,WichoReyes11,False,156,83,47,0,1,0,0,4,0
287425486,2011-04-24T23:55:47.000Z,krisd96,False,217,310,954,1,2,0,3,6,0
428773248,2011-12-05T05:00:47.000Z,jasonscreations,False,1255,712,9610,4,1,0,0,8,0
136740070,2010-04-24T19:47:00.000Z,steve__vidal,False,353,224,32292,4,53,0,9,32,0
2987297831,2015-01-20T13:47:35.000Z,avickymq,False,68,169,8545,0,42,18,4,37,0
1617936714,2013-07-24T15:02:53.000Z,DRodriguezArauj,False,110,379,267,1,2,0,1,1,0
4061930543,2015-10-28T16:58:44.000Z,DenilsonGomezHN,False,1036,538,890,0,1,2,0,15,0
1296621806997180416,2020-08-21T01:35:29.000Z,MarkosL34202379,False,52,1163,73,0,1,0,0,0,0
2737055629,2014-08-16T11:18:45.000Z,Guiro_IRad,False,933,1658,3302,67,1,0,0,0,0
430732734,2011-12-07T14:17:40.000Z,NSPMarioPaz,False,360,1078,3726,1,75,0,11,28,0
1061786149,2013-01-05T00:34:52.000Z,DonaldC_L,False,110,431,4089,1,12,1,2,10,0
58970124,2009-07-22T00:08:16.000Z,rochaeta,False,5939,4323,20176,25,571,3233,946,15339,191
351882146,2011-08-09T21:18:13.000Z,karlynoexiste,False,159,452,9205,2,160,2,55,65,0
287470810,2011-04-25T02:08:03.000Z,_Atmosphera,False,447,121,39879,5,2,0,0,0,0
3139239143,2015-04-06T04:50:28.000Z,ContrerIsaacs,False,16,25,52,0,1,0,0,0,0
498970290,2012-02-21T16:37:40.000Z,marngt,True,45589,373,30026,136,368,568,191,1567,47
1080930251679715330,2019-01-03T20:53:49.000Z,e_bbeth,False,54,162,915,0,38,1,13,54,1
136486892,2010-04-24T02:42:53.000Z,RolandoBonilla,False,206,162,2337,0,18,2,9,31,0
1333886881906487297,2020-12-01T21:33:37.000Z,UrielTaxi,False,0,30,11,0,1,0,0,0,0
381933859,2011-09-29T06:05:45.000Z,ObdvliO_eAv,False,93,984,3024,1,2,0,0,0,0
537079494,2012-03-26T06:53:50.000Z,edwinasenciogt,False,254,41,456,0,46,10,4,91,0
28222489,2009-04-01T23:12:36.000Z,anagabrielamend,False,279,798,10671,1,82,1,46,281,1
1252001322817241088,2020-04-19T22:31:00.000Z,vale_boiton,False,123,58,253,0,3,8,1,45,0
111052306,2010-02-03T17:07:21.000Z,esauth,False,57,283,1485,0,3,0,5,30,1
107817826,2010-01-23T21:14:01.000Z,luvaquerano,False,218,881,5256,2,1,0,0,1,0
1067984608044564480,2018-11-29T03:32:27.000Z,juanjomedinav,False,254,199,5994,0,1,0,3,19,0
1347039086725509120,2021-01-07T04:35:41.000Z,Gustavohd1988,False,24,719,308,0,6,0,1,2,0
132530877,2010-04-13T14:02:34.000Z,CastilloOficial,False,2516,1827,56165,33,8,0,0,0,0
3310047289,2015-08-08T22:26:48.000Z,__dimerasta,False,366,630,8509,11,6,0,0,0,0
49902794,2009-06-23T06:08:52.000Z,M22Thompson,False,2033,3762,19305,8,1,0,1,2,0
1295592306272342017,2020-08-18T05:24:41.000Z,Manuel668711413,False,91,296,879,0,91,13,13,94,0
82668504,2009-10-15T17:35:27.000Z,RobaPlanchas,False,965,2178,25128,4,716,256,366,1670,53
2387922428,2014-03-13T21:28:06.000Z,secretariasvet,False,8619,947,10784,0,2,2,2,13,0
1444888411010211840,2021-10-04T04:53:54.000Z,Edy_contreras23,False,0,4,3,0,1,0,0,0,0
1650676922,2013-08-06T16:12:12.000Z,Un_Negro_Soy,False,228,227,9217,1,1,0,1,5,0
259859401,2011-03-02T18:59:16.000Z,jchepe25,False,112,215,3227,0,81,2,4,36,0
1410112250250137604,2021-06-30T05:46:39.000Z,Melu0214,False,3,33,98,0,10,0,11,22,0
